desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
gpt2-xl_L20_U2988_D5,gpt2-xl,20,2988,5,"First-person accounts of personal and professional backgrounds, sometimes including family details",0.3208999999999999,-0.5418773168723284,0.0510933386311617
gpt2-xl_L20_U3313_D1,gpt2-xl,20,3313,1,"Winning, prizes, or rewards",0.9924,4.796928292642067,8.139768773386253e-08
gpt2-xl_L20_U3313_D2,gpt2-xl,20,3313,2,"Giving away or receiving a prize, reward, or gift",0.9908,4.442030083940044,8.963603734385179e-08
gpt2-xl_L20_U3313_D3,gpt2-xl,20,3313,3,Winning a prize or participating in a competition,0.9874,3.843432998627745,1.0990875963226585e-07
gpt2-xl_L20_U3313_D4,gpt2-xl,20,3313,4,"Selection or identification of specific elements within a larger set, including answers to a puzzle, competition winners, specific versions of a form, valuable data samples, requested information on a form, race types in a game, specific photographs, award-winning projects, compatible browser settings, data sources, specific software tasks, computer components, educational level materials, database fields, a tax deduction, phone dialing instructions, bathroom fixtures, and website features",0.9786,2.902040525245549,1.851547667262345e-07
gpt2-xl_L20_U3313_D5,gpt2-xl,20,3313,5,"Achievements, awards, or special events, often including a specific person or group",0.9291,1.7186090075279388,2.9485941420607015e-06
gpt2-xl_L20_U3885_D1,gpt2-xl,20,3885,1,"Instances of first times, including first experiences, first time events, and first time occurrences",0.9842,3.796903626697707,1.3299793770871098e-07
gpt2-xl_L20_U3885_D2,gpt2-xl,20,3885,2,"Requests or commands, and places or locations",0.9619,2.2224171588829065,4.861127562784514e-07
gpt2-xl_L20_U3885_D3,gpt2-xl,20,3885,3,"A first time experience, often with an element of surprise or anticipation",0.9597,2.389730103554334,5.507108664890842e-07
gpt2-xl_L20_U3885_D4,gpt2-xl,20,3885,4,"Numbers, abbreviations, and alphanumeric codes related to product specifications, model numbers, dates, times, and software versions",0.9302,1.4866049728594577,2.781167959596898e-06
gpt2-xl_L20_U3885_D5,gpt2-xl,20,3885,5,"Short, informal text excerpts with punctuation marks, sometimes expressing excitement",0.9302,1.7206233773496604,2.781167959596898e-06
gpt2-xl_L20_U4268_D1,gpt2-xl,20,4268,1,"Conditional statements and second-person pronouns related to instructions, information, or legal processes",0.9869,3.71781215924282,1.1324148009941957e-07
gpt2-xl_L20_U4268_D2,gpt2-xl,20,4268,2,"Conditions, terms, or instructions related to an action, typically involving potential restrictions, costs, or recommendations",0.9769,2.981491773146876,2.045714039165131e-07
gpt2-xl_L20_U4268_D3,gpt2-xl,20,4268,3,"Conditional statements, requirements, recommendations, or possibilities, often involving your actions or resources",0.7898999999999999,0.6849975190463674,0.0015894979176945
gpt2-xl_L20_U4268_D4,gpt2-xl,20,4268,4,"Conditions, circumstances, and situations",0.5698,-0.0395371134753788,0.4473114196501492
gpt2-xl_L20_U4268_D5,gpt2-xl,20,4268,5,"Conditional statements, options, choices, or alternatives",0.3525999999999999,-0.5385350094580833,0.1084204981940323
gpt2-xl_L20_U4447_D1,gpt2-xl,20,4447,1,"A key concept, or a negation of a concept, within a specific context or group",0.9975,6.534935194347782,5.974400751176904e-08
gpt2-xl_L20_U4447_D2,gpt2-xl,20,4447,2,"Years or specific dates related to events, organizations, or legal cases",0.9966,6.307111832257317,6.310911570125236e-08
gpt2-xl_L20_U4447_D3,gpt2-xl,20,4447,3,"Possessive pronouns, conjunctions, prepositions, or the word ""all""",0.9905,5.316815147347523,9.12681154319236e-08
gpt2-xl_L20_U4447_D4,gpt2-xl,20,4447,4,"Totality, wholeness, completeness, or entirety",0.9883,4.929756953139782,1.041475216273246e-07
gpt2-xl_L20_U4447_D5,gpt2-xl,20,4447,5,"Quantifiers, negation, and proper nouns",0.9868,4.8398606770648405,1.139196509881311e-07
gpt2-xl_L20_U4683_D1,gpt2-xl,20,4683,1,"Gemstone and mineral varieties, often quartz, with mention of additional details or properties",0.8271,0.976590563390916,0.0003664873754827
gpt2-xl_L20_U4683_D2,gpt2-xl,20,4683,2,"Dates, numbers, and the word ""filed"" related to patent applications",0.3132,-0.5833456278450798,0.0418927340884097
gpt2-xl_L20_U4683_D3,gpt2-xl,20,4683,3,"Software platforms, software choices, and software availability",0.2069,-0.865003482976475,0.0014095411146841
gpt2-xl_L20_U4683_D4,gpt2-xl,20,4683,4,"Months, years, monetary units, and descriptions related to collectibles, schools, properties, events, services, legal documents, and locations",0.1534,-1.1180127280193726,0.0001596509713355
gpt2-xl_L20_U4683_D5,gpt2-xl,20,4683,5,"Situations, items, or events, often related to changes in location or circumstances, that have the potential for downsides, difficulties, or other associated negative consequences",0.1396,-1.1670916913276217,8.640495128213083e-05
gpt2-xl_L20_U5278_D1,gpt2-xl,20,5278,1,"Academic degrees, professional roles, locations, and years related to education or employment history",0.9984,5.256483381101315,5.655305677098587e-08
gpt2-xl_L20_U5278_D2,gpt2-xl,20,5278,2,"Instructions, recipes, or descriptions related to making, assembling, or creating something, often involving tools, materials, measurements, and a step-by-step process",0.9826,3.961265287226177,1.4623764006762738e-07
gpt2-xl_L20_U5278_D3,gpt2-xl,20,5278,3,"Beauty tips, DIY remedies, and skincare routines, especially those involving overnight treatments and multiple steps",0.9752,2.5752648580303674,2.2594906552485426e-07
gpt2-xl_L20_U5278_D4,gpt2-xl,20,5278,4,"Experiences related to travel, leisure activities, meals, and events, particularly those with a temporal element (time, dates, or duration)",0.9704,2.522705827665862,2.986143765412696e-07
gpt2-xl_L20_U5278_D5,gpt2-xl,20,5278,5,"Locations, dates, and family members related to biographical information",0.8874000000000001,1.2955512798575146,2.442375193678229e-05
gpt2-xl_L20_U5662_D1,gpt2-xl,20,5662,1,Requests or commands to report or share information,0.9966,4.796405804333967,6.3109121251999e-08
gpt2-xl_L20_U5662_D2,gpt2-xl,20,5662,2,"End of document, document information, or document elements",0.9956,4.58214717932206,6.706354444790232e-08
gpt2-xl_L20_U5662_D3,gpt2-xl,20,5662,3,Ways to contact or communicate with someone,0.9826,3.6719953508294703,1.4623764006762738e-07
gpt2-xl_L20_U5662_D4,gpt2-xl,20,5662,4,"Instructions, recipes, or tips",0.9683,2.751931749054651,3.370778787102466e-07
gpt2-xl_L20_U5662_D5,gpt2-xl,20,5662,5,"Instructions, tutorials, or how-to guides, often related to crafts or hobbies",0.8679000000000001,1.7480617316757758,6.133544811496246e-05
gpt2-xl_L20_U5741_D1,gpt2-xl,20,5741,1,"Giveaways, sponsorships, or required items",0.9888,3.9784848379589426,1.0107429665585141e-07
gpt2-xl_L20_U5741_D2,gpt2-xl,20,5741,2,"End of generated text, often in contexts of contact information, locations, website placeholders, or general information",0.9652,2.8044233329859782,4.027211058394578e-07
gpt2-xl_L20_U5741_D3,gpt2-xl,20,5741,3,Emphasis or specification,0.952,2.515425574872347,8.485483344974016e-07
gpt2-xl_L20_U5741_D4,gpt2-xl,20,5741,4,Requests or commands,0.9459,2.214251430909182,1.189375215483929e-06
gpt2-xl_L20_U5741_D5,gpt2-xl,20,5741,5,"Expressions of excitement, sharing, or positive feedback",0.9239,2.149002319558782,3.879864774057437e-06
gpt2-xl_L20_U5789_D1,gpt2-xl,20,5789,1,"Actions/tasks being completed/performed, often involving software or tools",0.9973,5.550251691933254,6.047644888048207e-08
gpt2-xl_L20_U5789_D2,gpt2-xl,20,5789,2,"Actions or states related to availability, usage, or purpose of an item",0.9911,5.048515771507274,8.803222398386975e-08
gpt2-xl_L20_U5789_D3,gpt2-xl,20,5789,3,"Actions or states of being, often ongoing or recently completed",0.9869,4.408546243687441,1.1324148009941957e-07
gpt2-xl_L20_U5789_D4,gpt2-xl,20,5789,4,"Actions, events, or states of being",0.9807,3.645623292364659,1.636194262544681e-07
gpt2-xl_L20_U5789_D5,gpt2-xl,20,5789,5,"Locations, dates, or time information",0.9721,3.90613446702583,2.706155014460932e-07
gpt2-xl_L20_U6045_D1,gpt2-xl,20,6045,1,Locations and events,0.8063,0.9888360410190868,0.0008484039722678
gpt2-xl_L20_U6045_D2,gpt2-xl,20,6045,2,"Instructions or steps in a process, often related to cooking, baking, repairs, or DIY projects",0.8005,0.9598471971972918,0.0010629549772282
gpt2-xl_L20_U6045_D3,gpt2-xl,20,6045,3,"Consumption, creation, or observation of food, writing, art, collectables, or media, especially when described as new experiences or attempts",0.6078,0.031756473060118,0.2404337598918076
gpt2-xl_L20_U6045_D4,gpt2-xl,20,6045,4,"Events, services, or products offered by a business or organization",0.5861999999999999,0.0084196720701124,0.3479475005030966
gpt2-xl_L20_U6045_D5,gpt2-xl,20,6045,5,"Software, scripts, coding, data, processes, and websites/online platforms",0.2935,-0.6505790278858643,0.0244991626845618
gpt2-xl_L40_U183_D1,gpt2-xl,40,183,1,"Business services, including career services, company recruitment, tours, and consulting, offered by organizations, for students and professionals, in various fields, such as marketing, technology, and healthcare",0.9315,1.5040624916603162,2.5950515179993233e-06
gpt2-xl_L40_U183_D2,gpt2-xl,40,183,2,"Activities related to hobbies including airplane livery design, scrapbooking, SMART team coordination, journaling, early childhood sensory play and development, painting vegetables, taking consumer surveys, decorating with lampshades, fashion shows with shapewear, writing blog posts about gardening, creating slideshows, decorating cakes with fondant, pet adoption, using steel toe boots, hemorrhoid treatments, taxidermy, creating bubble wands from kits, planning weddings, and buying home accessories",0.8772,0.7112107404749691,3.974897765854112e-05
gpt2-xl_L40_U183_D3,gpt2-xl,40,183,3,"Educational/training programs, workshops, or partnerships related to specialized industries, often including a location or company name",0.4974999999999999,-0.0125376953709936,0.9787053932781676
gpt2-xl_L40_U183_D4,gpt2-xl,40,183,4,"Travel, food, and leisure activities, especially those related to water vehicles or bodies of water",0.1536,-0.8277362780695225,0.0001610524175084
gpt2-xl_L40_U183_D5,gpt2-xl,40,183,5,"Tours, programs, workshops, and other planned group events",0.1261999999999999,-0.72879501020036,4.663280914745463e-05
gpt2-xl_L40_U364_D1,gpt2-xl,40,364,1,"Product specifications, features, or descriptions, often involving numbers or measurements",0.9707,2.789034571715797,2.934780751037229e-07
gpt2-xl_L40_U364_D2,gpt2-xl,40,364,2,"Recipes with variations, additions, or components, often quick and easy to make",0.9555,2.9722125166626516,6.97751349660852e-07
gpt2-xl_L40_U364_D3,gpt2-xl,40,364,3,"Communication methods, software functionalities, data and service access, or file and data loss",0.8366,0.7507630413353822,0.0002457878525194
gpt2-xl_L40_U364_D4,gpt2-xl,40,364,4,"Quantities, monetary amounts, times, dates, or locations relating to prices, deals, bargains, travel, or events",0.8036,0.8081473460318738,0.0009427247404133
gpt2-xl_L40_U364_D5,gpt2-xl,40,364,5,"Provision of resources, services, or information",0.6854,0.1148538194505046,0.0434527684334252
gpt2-xl_L40_U556_D1,gpt2-xl,40,556,1,"Religious or spiritual themes, often relating to specific figures or groups, sometimes involving personal experiences or beliefs",0.7623,0.803221842439457,0.0042748592094394
gpt2-xl_L40_U556_D2,gpt2-xl,40,556,2,"Prices or measurements of beauty, fashion, or health-related products",0.4444999999999999,-0.1481688511574964,0.5457699835397606
gpt2-xl_L40_U556_D3,gpt2-xl,40,556,3,"Funding of projects and initiatives related to healthcare, social issues, and education",0.233,-0.6889063458299982,0.0036335465920216
gpt2-xl_L40_U556_D4,gpt2-xl,40,556,4,"Plans for routes or facilities involving transportation, buildings, or events",0.1741,-1.0539588671659788,0.0003851783143619
gpt2-xl_L40_U556_D5,gpt2-xl,40,556,5,"Business plans, financial planning, service offers, business platforms, or a project's milestones",0.0556,-0.9013719553131184,1.2915007436543733e-06
gpt2-xl_L40_U824_D1,gpt2-xl,40,824,1,"Government-related scandals and investigations, particularly those involving leaks, cover-ups, or accusations of wrongdoing",0.9863,3.8264485286438,1.1736994650685417e-07
gpt2-xl_L40_U824_D2,gpt2-xl,40,824,2,"Discussions about difficult personal matters, especially those related to family and mental health, and the importance of open communication and finding a suitable person to confide in",0.9649,2.42256960207149,4.096916205390215e-07
gpt2-xl_L40_U824_D3,gpt2-xl,40,824,3,"Data privacy, security, and protection",0.1800999999999999,-0.5884331248261435,0.0004927481243914
gpt2-xl_L40_U824_D4,gpt2-xl,40,824,4,"Automotive features, especially revealed for Mercedes and other brands, often related to size or technical aspects",0.1451,-0.729734145577245,0.0001106429889376
gpt2-xl_L40_U824_D5,gpt2-xl,40,824,5,"Locations, often neighborhoods or districts, and named entities associated with those locations",0.0179,-1.3454379271441617,1.5063031251411585e-07
gpt2-xl_L40_U1516_D1,gpt2-xl,40,1516,1,"Travel, events, relationships, personal goals, and rules/guidelines",0.7783,0.7875287338785841,0.002433833018813
gpt2-xl_L40_U1516_D2,gpt2-xl,40,1516,2,"Journeys and excursions, often with a specific destination or purpose",0.6716,0.9647575376979964,0.0616249301870025
gpt2-xl_L40_U1516_D3,gpt2-xl,40,1516,3,"Legal cases, particularly theft and court proceedings, and discussions of sports teams and players",0.3758,-0.5195785297692007,0.176191032345058
gpt2-xl_L40_U1516_D4,gpt2-xl,40,1516,4,"Luxury accommodations, often hotels or resorts, and their amenities, along with special events like weddings and other formal occasions",0.1085,-1.117805351550019,2.0014582783395017e-05
gpt2-xl_L40_U1516_D5,gpt2-xl,40,1516,5,"Medical conditions, types of medical treatment, or medical professionals, sometimes involving a duration or repeating pattern",0.0072,-1.8285194379700536,7.945558028199424e-08
gpt2-xl_L40_U1555_D1,gpt2-xl,40,1555,1,"Financial transactions, particularly those involving insurance, banking, or investments, with an emphasis on low cost or best value",0.9574,1.9069687740310384,6.270688698416197e-07
gpt2-xl_L40_U1555_D2,gpt2-xl,40,1555,2,"Financial transactions, logistics, or sports betting",0.2941999999999999,0.0560958859871673,0.0249883140624377
gpt2-xl_L40_U1555_D3,gpt2-xl,40,1555,3,"Questions about weight gain/loss and business/marketing strategies, especially those related to online ventures",0.1948,-0.5496687879576873,0.000885721702705
gpt2-xl_L40_U1555_D4,gpt2-xl,40,1555,4,"Travel, transportation, routes, or costs related to cars, planes, or other travel methods",0.1622,-0.6698116673024485,0.000233524087139
gpt2-xl_L40_U1555_D5,gpt2-xl,40,1555,5,"Requests, instructions, or advice relating to products or services",0.1521,-0.8157321683388737,0.0001508175638415
gpt2-xl_L40_U1823_D1,gpt2-xl,40,1823,1,"Positive qualities of places to stay or accommodations, including amenities, services, and overall atmosphere",0.7872,0.6540732670337354,0.0017575396381282
